154,184,201,55,54,59,208,112,102
157,154,142,35,45,43,88,92,84
37,34,34,133,98,45,208,176,98
144,113,93,236,222,212,33,26,22
60,37,44,119,110,106,173,164,149
212,201,178,153,132,97,44,41,47
206,190,181,27,22,30,122,100,80
194,181,163,108,53,35,12,10,9
108,109,113,62,46,31,174,154,143
121,110,96,171,169,170,53,38,32
173,144,132,7,5,3,32,29,32
128,104,79,29,24,21,178,168,151
26,26,25,224,185,157,90,63,49
205,202,204,124,73,77,27,33,55
130,96,87,47,44,53,189,175,191
171,164,162,48,36,31,107,102,104
167,149,146,22,28,35,49,70,120
42,35,42,15,33,109,148,182,228
193,167,161,47,44,104,61,40,48
31,22,23,220,204,178,173,71,74
232,232,232,107,107,107,31,31,31
110,79,57,196,179,150,47,29,22
156,151,148,59,58,60,95,155,177
185,164,165,23,26,32,46,45,53
178,168,166,194,194,198,57,34,29
11,10,14,45,38,41,155,122,96
18,15,20,174,170,173,80,67,69
188,160,148,19,24,40,130,55,43
106,103,100,40,44,52,12,11,14
124,107,104,214,207,201,24,21,26
181,181,181,250,250,250,254,254,254
